id,domain_intent,sentence
5839,$$Freeway#ExceptionPlaceAsk,板橋到士林
5840,$$Freeway#ExceptionPlaceAsk,板橋到樹林
5844,$$Freeway#ExceptionPlaceAsk,板橋至金山
5849,$$Freeway#ExceptionPlaceAsk,桃園到淡水怎麼坐車比較快
5863,$$Freeway#ExceptionPlaceAsk,樹林到新竹
5866,$$Freeway#ExceptionPlaceAsk,樹林到板橋
5868,$$Freeway#ExceptionPlaceAsk,樹林到楊梅啦
5876,$$Freeway#ExceptionPlaceAsk,奇美到柳營
5882,$$Freeway#ExceptionPlaceAsk,汐止到花蓮
5883,$$Freeway#ExceptionPlaceAsk,汐止到屏東
5898,$$Freeway#ExceptionPlaceAsk,高雄到大林
5906,$$Freeway#ExceptionPlaceAsk,現在去鹿谷好開車嗎
5907,$$Freeway#ExceptionPlaceAsk,現在從樹林到台中有塞車嗎
5910,$$Freeway#ExceptionPlaceAsk,瑞穗到花蓮
5914,$$Freeway#ExceptionPlaceAsk,田中到新營
5916,$$Freeway#ExceptionPlaceAsk,田中到集集
5932,$$Freeway#ExceptionPlaceAsk,羅東到花蓮
5943,$$Freeway#ExceptionPlaceAsk,花蓮到台東要多久
5945,$$Freeway#ExceptionPlaceAsk,花蓮到新竹
5946,$$Freeway#ExceptionPlaceAsk,花蓮到板橋
5947,$$Freeway#ExceptionPlaceAsk,花蓮到樹林
5952,$$Freeway#ExceptionPlaceAsk,花蓮到鳳林
5953,$$Freeway#ExceptionPlaceAsk,花蓮國道路況
5956,$$Freeway#ExceptionPlaceAsk,花蓮至羅東的路況檢測
5972,$$Freeway#ExceptionPlaceAsk,蘇澳到花蓮
5974,$$Freeway#ExceptionPlaceAsk,虎尾到麥寮
5985,$$Freeway#ExceptionPlaceAsk,過年期間大武路況
5995,$$Freeway#ExceptionPlaceAsk,高雄到台東
5997,$$Freeway#ExceptionPlaceAsk,高雄到橋頭
5999,$$Freeway#ExceptionPlaceAsk,高雄到花蓮
6003,$$Freeway#ExceptionPlaceAsk,鳳山到太麻里
6009,$$Freeway#ExceptionPlaceAsk,麥寮到高雄
6013,$$Freeway#ExceptionPlaceAsk,鼎金交流道至中正交流道的路況
6040,$$Freeway#Freeway,福爾摩沙高速公路車況
6048,$$Freeway#Freeway,中山高路況
6052,$$Freeway#Freeway,中山高南下車流量
6054,$$Freeway#Freeway,中山高車況
6065,$$Freeway#Freeway,中山高彰化路段路況
6078,$$Freeway#Freeway,中山高塞車嗎
6081,$$Freeway#Freeway,中山高的路況
6082,$$Freeway#Freeway,中山高的路況如何
6084,$$Freeway#Freeway,中山高目前路況
6106,$$Freeway#Freeway,中山高速公路南下
6115,$$Freeway#Freeway,中山高速公路現在塞車嗎
6136,$$Freeway#Freeway,今天國道一號路況天候
6138,$$Freeway#Freeway,今天國道三號的路況
6149,$$Freeway#Freeway,國道一號路況
6165,$$Freeway#Freeway,中橫路況
6176,$$Freeway#Freeway,國道三號塞車嗎
6192,$$Freeway#Freeway,查詢國道一號路況
6208,$$Freeway#Freeway,北二高交通狀況
6231,$$Freeway#Freeway,北二高狀況
6234,$$Freeway#Freeway,北二高的苗栗路段塞嗎
6249,$$Freeway#Freeway,國道一號車流量
6250,$$Freeway#Freeway,南下國道一號車多嗎
6258,$$Freeway#Freeway,國道三號有塞車嗎
6280,$$Freeway#Freeway,台六十四線路況
6299,$$Freeway#Freeway,北二高路況
6309,$$Freeway#Freeway,國道三號狀況
6310,$$Freeway#Freeway,喔國道一號南下車流多嗎
6316,$$Freeway#Freeway,我要查中山高速公路的路況是
6351,$$Freeway#Freeway,國一南下路況
6367,$$Freeway#Freeway,國三交流道塞車嗎
6371,$$Freeway#Freeway,國三北上車流量
6389,$$Freeway#Freeway,國三狀況
6406,$$Freeway#Freeway,蔣渭水高速公路鹽南路段路況
6462,$$Freeway#Freeway,國道一號台中水南塞車嗎
6482,$$Freeway#Freeway,國道一號塞車路況
6507,$$Freeway#Freeway,國道一號有塞車嗎
6513,$$Freeway#Freeway,國道一號有沒有高乘載管制
6524,$$Freeway#Freeway,國道一號現在塞車嗎
6532,$$Freeway#Freeway,國道一號現在路況如何
6540,$$Freeway#Freeway,國道一號的狀況
6548,$$Freeway#Freeway,國道一號的路況即時通
6570,$$Freeway#Freeway,國道一號路況南下
6592,$$Freeway#Freeway,國道一號車流南下彰化
6602,$$Freeway#Freeway,國道一號北上新竹路況
6641,$$Freeway#Freeway,國道三號北上關西塞車沒
6655,$$Freeway#Freeway,國道三號南下塞車嗎
6657,$$Freeway#Freeway,國道三號古坑交流道的車流量
6713,$$Freeway#Freeway,國道三號現在有塞車嗎
6738,$$Freeway#Freeway,國道三號路況
6773,$$Freeway#Freeway,國道中山高南下車多嗎
6797,$$Freeway#Freeway,國道五號有管制嗎
6833,$$Freeway#Freeway,國道五號是否暢通
6838,$$Freeway#Freeway,國道五號有塞車嗎
6848,$$Freeway#Freeway,國道五號狀況
6879,$$Freeway#Freeway,國道五號高乘載時間
6889,$$Freeway#Freeway,國道六號全線暢通嗎
6892,$$Freeway#Freeway,國道六號北上的路況
6907,$$Freeway#Freeway,國道六號塞車嗎
6919,$$Freeway#Freeway,國道十號有在管制嗎
6920,$$Freeway#Freeway,國道十號塞車了沒
6932,$$Freeway#Freeway,國道四號塞車
6944,$$Freeway#Freeway,國一南下塞車嗎
6971,$$Freeway#Freeway,國道五號的交通狀況
6972,$$Freeway#Freeway,國道五號有交通管制嗎
6997,$$Freeway#Freeway,台七十四線可走嗎
7030,$$Freeway#Freeway,我想要查國道五號的路況
7054,$$Freeway#Freeway,或許國道一號沒在塞車
7073,$$Freeway#Freeway,國道一號車況
7079,$$Freeway#Freeway,國道二號車況
7082,$$Freeway#Freeway,國道五號路況
7091,$$Freeway#Freeway,現在國道五號塞車嗎
7093,$$Freeway#Freeway,明天國道三號路況怎麼樣
7098,$$Freeway#Freeway,雪山隧道暢通嗎
7107,$$Freeway#Freeway,國道五號雪山隧道路況
7118,$$Freeway#Freeway,查詢國道一號車流量
7124,$$Freeway#Freeway,國道一號塞車嗎
7138,$$Freeway#Freeway,國道三號大甲系統路況
7146,$$Freeway#Freeway,現在中山高速公路到新市有塞車嗎
7163,$$Freeway#Freeway,現在國道五號的路況
7167,$$Freeway#Freeway,現在的國道五號路況怎麼樣啊
7168,$$Freeway#Freeway,現在雪山隧道有沒有下雨塞車
7189,$$Freeway#Freeway,福爾摩沙高速公路塞車嗎
7220,$$Freeway#Freeway,中正交流道上國道一號目前的路況如何
7226,$$Freeway#Freeway,請問中山高速公路苗栗路段路況
7237,$$Freeway#Freeway,請問國道三號北上有塞車嗎
7240,$$Freeway#Freeway,請問國道三號現在會塞車嗎
7258,$$Freeway#Freeway,請跟我說國道三號有沒有塞車
7270,$$Freeway#Freeway,國三塞車嗎
7274,$$Freeway#Freeway,那國道三號車多嗎
7275,$$Freeway#Freeway,那國道三號的管制情形
7277,$$Freeway#Freeway,那國道五號的車流量
7283,$$Freeway#Freeway,那雪山隧道路況
7289,$$Freeway#Freeway,中橫路況好不好
7315,$$Freeway#Freeway,雪隧為什麼塞車
7343,$$Freeway#FreewayAtoB,嘉義到台北順嗎
7349,$$Freeway#FreewayAtoB,三峽到宜蘭好走嗎
7357,$$Freeway#FreewayAtoB,三重到台北車流多嗎
7385,$$Freeway#FreewayAtoB,中和到新店約騎路況
7389,$$Freeway#FreewayJunctionRule,中壢交流道往台南交流道路況
7436,$$Freeway#FreewayAtoB,潭子到大甲會不會塞車
7490,$$Freeway#FreewayAtoB,內壢到新竹會不會塞車
7506,$$Freeway#FreewayAtoB,新竹去宜蘭好開嗎
7511,$$Freeway#FreewayAtoB,基隆到南港怎麼走
7518,$$Freeway#FreewayAtoB,桃園到台北有高乘載嗎
7524,$$Freeway#FreewayAtoB,花蓮到台北塞車嗎
7539,$$Freeway#FreewayAtoB,台中到宜蘭怎麽坐車
7544,$$Freeway#FreewayJunctionRule,新竹交流道會不會塞車
7596,$$Freeway#FreewayAtoB,南港到左營中間有塞車嗎
7602,$$Freeway#FreewayAtoB,屏東去台中塞車嗎
7615,$$Freeway#FreewayAtoB,南投往彰化車多嗎
7618,$$Freeway#FreewayAtoB,官田去桃園車流多嗎
7638,$$Freeway#FreewayAtoB,台中到中壢要多久
7659,$$Freeway#FreewayAtoB,台中到埔里要多久時間
7684,$$Freeway#FreewayAtoB,台中到高雄怎麼走
7686,$$Freeway#FreewayAtoB,台中到高雄貢旗二巷好走嗎
7714,$$Freeway#FreewayAtoB,台北到台東會塞車嗎
7723,$$Freeway#FreewayAtoB,台北到嘉義塞車嗎
7729,$$Freeway#FreewayAtoB,台北到基隆塞車嗎
7731,$$Freeway#FreewayAtoB,台北到竹南塞車嗎
7746,$$Freeway#FreewayAtoB,台北到新店塞車嗎
7747,$$Freeway#FreewayAtoB,台北到新竹塞車嗎
7775,$$Freeway#FreewayAtoB,台北到湖口塞車嗎
7794,$$Freeway#FreewayAtoB,台北到高雄車多嗎
7795,$$Freeway#FreewayAtoB,台北到高雄有沒有塞車
7802,$$Freeway#FreewayAtoB,台北到高雄的路況是
7804,$$Freeway#FreewayAtoB,台北到高雄塞車嗎
7847,$$Freeway#FreewayAtoB,台南到桃園塞車嗎
7867,$$Freeway#FreewayAtoB,后里到豐原塞車嗎
7870,$$Freeway#FreewayAtoB,哇從台南到高雄有沒有塞車
7894,$$Freeway#FreewayAtoB,嘉義到板橋路況
7912,$$Freeway#FreewayAtoB,嘉義到新竹會塞車嗎
7917,$$Freeway#FreewayAtoB,嘉義到網寮車多不多
7950,$$Freeway#FreewayAtoB,國道五號台北到宜蘭的交通狀況
8017,$$Freeway#FreewayAtoB,埔里到台北車流量大嗎
8039,$$Freeway#FreewayJunctionRule,堤頂交流道到中壢交流道會管制嗎
8048,$$Freeway#FreewayAtoB,大溪到龍潭有沒有管制
8064,$$Freeway#FreewayAtoB,樹林到林口段路況
8069,$$Freeway#FreewayJunctionRule,安坑交流道到龍潭交流道塞嗎
8078,$$Freeway#FreewayAtoB,宜蘭到基隆的路程多遠
8084,$$Freeway#FreewayAtoB,宜蘭往羅東會塞車嗎
8131,$$Freeway#FreewayAtoB,彰化到台南車流如何
8134,$$Freeway#FreewayAtoB,彰化到圓領國道路況
8137,$$Freeway#FreewayAtoB,彰化到新竹的路況
8141,$$Freeway#FreewayAtoB,彰化到桃園車流
8150,$$Freeway#FreewayAtoB,新竹往台北的國道路況
8152,$$Freeway#FreewayAtoB,燕巢往台中方向車多嗎
8171,$$Freeway#FreewayAtoB,後龍到高雄會不會管制
8193,$$Freeway#FreewayAtoB,從台北到左營要多久
8212,$$Freeway#FreewayAtoB,從基隆到新竹要怎麼走
8215,$$Freeway#FreewayAtoB,從左營到嘉義路程有多遠
8235,$$Freeway#FreewayAtoB,從桃園去宜蘭要怎麼去
8241,$$Freeway#FreewayAtoB,從竹北回內壢有塞車路段嗎
8248,$$Freeway#FreewayAtoB,從這裡到竹北要多久
8258,$$Freeway#FreewayAtoB,官田到和美多遠
8261,$$Freeway#FreewayAtoB,成功到台中的話會不會塞車
8265,$$Freeway#FreewayAtoB,中壢到頭份要多久
8275,$$Freeway#FreewayAtoB,景美到新社路況
8308,$$Freeway#FreewayAtoB,我要從高雄至台中要多遠
8341,$$Freeway#FreewayAtoB,我要開車從高雄到台中怎麼走比較快
8349,$$Freeway#FreewayAtoB,我頭份到中壢要開多久
8379,$$Freeway#FreewayAtoB,斗南到大甲要怎麼樣才順
8383,$$Freeway#FreewayAtoB,新市到斗六有塞車嗎
8396,$$Freeway#FreewayAtoB,新店殺去汐止要多久
8405,$$Freeway#FreewayAtoB,新營往台北還要多少時間
8408,$$Freeway#FreewayAtoB,新竹到中壢交通如何
8455,$$Freeway#FreewayAtoB,中壢到彰化型車狀況
8487,$$Freeway#FreewayAtoB,朝霧夕可以到南港嗎
8495,$$Freeway#FreewayAtoB,板橋到台中要走哪一條高速公路
8524,$$Freeway#FreewayAtoB,板橋到高雄要多久
8527,$$Freeway#FreewayAtoB,板橋到台北要多久
8547,$$Freeway#FreewayAtoB,桃園要到彰化要開多遠
8557,$$Freeway#FreewayAtoB,桃園到嘉義路況
8568,$$Freeway#FreewayAtoB,桃園到新竹有塞車嗎
8576,$$Freeway#FreewayAtoB,桃園到苗栗有高乘載嗎
8588,$$Freeway#FreewayAtoB,桃園坐到沙鹿要多久
8645,$$Freeway#FreewayAtoB,從高雄到台北有沒有塞車
8682,$$Freeway#FreewayAtoB,現在從花蓮到新店會不會塞車
8685,$$Freeway#FreewayJunctionRule,現在到新竹交流道的交通路況的
8700,$$Freeway#FreewayAtoB,現在新化到龍潭要多久
8741,$$Freeway#FreewayAtoB,竹北交流道到南崁交通狀況
8755,$$Freeway#FreewayAtoB,竹北去后里要開多遠
8761,$$Freeway#FreewayAtoB,竹南到桃園有沒有塞車
8768,$$Freeway#FreewayAtoB,竹東到中壢的交通路況
8794,$$Freeway#FreewayAtoB,花蓮到台北有交通管制嗎
8798,$$Freeway#FreewayAtoB,苗栗到台北一小時能到嗎
8863,$$Freeway#FreewayAtoB,豐原到汐止國道路況
8866,$$Freeway#FreewayAtoB,豐原到雲林有沒有塞車
8895,$$Freeway#FreewayAtoB,台北開往基隆的交通狀況怎麼樣
8910,$$Freeway#FreewayAtoB,雲林到新竹在塞車嗎
8924,$$Freeway#FreewayAtoB,頭城到台北車流量大嗎
8976,$$Freeway#FreewayAtoB,高雄到苗栗現在很塞嗎
8989,$$Freeway#FreewayAtoB,鳳山到嘉義車多不多
9047,$$Freeway#FreewayJunctionRule,頭城交流道路況
9051,$$Freeway#FreewayJunctionRule,查新竹交流道路況
9053,$$Freeway#FreewayJunctionRule,楊梅交流道塞車嗎
9067,$$Freeway#FreewayJunctionRule,五楊高架路況楊梅端有塞車嗎
9073,$$Freeway#FreewayJunctionRule,仁德交流道是否塞車
9112,$$Freeway#FreewayJunctionRule,國道三號頭份交流道路況語音
9143,$$Freeway#FreewayJunctionRule,后里交流道有塞車嗎
9159,$$Freeway#FreewayJunctionRule,深坑交流道過來的路況
9164,$$Freeway#FreewayJunctionRule,五股交流道路況
9166,$$Freeway#FreewayJunctionRule,官田交流道路況
9171,$$Freeway#FreewayJunctionRule,內湖交流道路況
9181,$$Freeway#FreewayJunctionRule,六四快速道路路況
9182,$$Freeway#FreewayJunctionRule,林口交流道路況
9190,$$Freeway#FreewayJunctionRule,員林交流道有沒有塞車
9198,$$Freeway#FreewayJunctionRule,斗六交流道北上國道塞車嗎
9249,$$Freeway#FreewayJunctionRule,台中系統路況
9277,$$Freeway#FreewayJunctionRule,新竹交流道路況
9285,$$Freeway#FreewayJunctionRule,台南交流道路況
9316,$$Freeway#FreewayJunctionRule,麻豆交流道路況
9317,$$Freeway#FreewayJunctionRule,后里國道路況
9340,$$Freeway#FreewayJunctionRule,永康交流道會塞車嗎
9351,$$Freeway#FreewayJunctionRule,嘉義交流道車多嗎
9360,$$Freeway#FreewayJunctionRule,岡山交流道路況
9381,$$Freeway#FreewayJunctionRule,國道一號桃園交流道的交通狀況
9382,$$Freeway#FreewayJunctionRule,國道一號竹北交流道路況
9392,$$Freeway#FreewayJunctionRule,國道三號木柵交流道會塞車嗎
9399,$$Freeway#FreewayJunctionRule,國道一北上銅鑼交流道路況
9405,$$Freeway#FreewayJunctionRule,國道一的三義交流段道路狀況
9434,$$Freeway#FreewayJunctionRule,國道台中交流道有塞車嗎
9454,$$Freeway#Freeway,國道北上塞車路段
9462,$$Freeway#FreewayJunctionRule,寶山交流道的狀況
9472,$$Freeway#FreewayJunctionRule,香山交流道的狀況
9476,$$Freeway#FreewayJunctionRule,大甲交流道的路況如何
9485,$$Freeway#FreewayJunctionRule,大雅交流道路況
9487,$$Freeway#FreewayJunctionRule,西螺交流道路況
9488,$$Freeway#FreewayJunctionRule,王田交流道路況
9490,$$Freeway#FreewayJunctionRule,水上交流道路況
9503,$$Freeway#FreewayJunctionRule,新營交流道路況
9522,$$Freeway#FreewayJunctionRule,民雄交流道路況
9577,$$Freeway#FreewayJunctionRule,斗南交流道路況
9598,$$Freeway#FreewayJunctionRule,安定交流道路況
9602,$$Freeway#FreewayJunctionRule,圓山交流道路況
9621,$$Freeway#FreewayJunctionRule,林邊交流道路況
9629,$$Freeway#FreewayJunctionRule,燕巢交流道路況
9635,$$Freeway#FreewayJunctionRule,古坑交流道路況
9681,$$Freeway#FreewayJunctionRule,基隆交流道路況
9697,$$Freeway#FreewayJunctionRule,汐止交流道塞車嗎
9812,$$Freeway#FreewayJunctionRule,五堵交流道有塞車嗎
9831,$$Freeway#FreewayJunctionRule,我想知道中投交流道路況
9860,$$Freeway#FreewayJunctionRule,我想要知道宜蘭交流道路況
9881,$$Freeway#FreewayJunctionRule,我要明天國道路況
9926,$$Freeway#FreewayJunctionRule,提供石碇交流道管制情況給我
9967,$$Freeway#FreewayJunctionRule,大湳交流道路況
9971,$$Freeway#FreewayJunctionRule,我想知道竹北交流道路況
9996,$$Freeway#FreewayJunctionRule,明天汐止交流道會塞車嗎
10006,$$Freeway#FreewayJunctionRule,新市交流道路況
10041,$$Freeway#FreewayJunctionRule,林邊交流道有塞車嗎
10051,$$Freeway#FreewayJunctionRule,查詢新化系統的路況
10082,$$Freeway#FreewayJunctionRule,永康交流道路況
10099,$$Freeway#FreewayJunctionRule,深坑系統的路況
10116,$$Freeway#FreewayJunctionRule,現在台北交流道有塞車嗎
10155,$$Freeway#FreewayJunctionRule,現在仁武交流道路況如何
10160,$$Freeway#FreewayJunctionRule,現在神岡交流道會塞車嗎
10175,$$Freeway#FreewayJunctionRule,后豐交流道路況
10182,$$Freeway#FreewayJunctionRule,現在東湖交流道有塞車嗎
10185,$$Freeway#FreewayJunctionRule,平鎮系統下去的道路路況
10191,$$Freeway#FreewayJunctionRule,目前國道一號南屯交流道的狀況
10193,$$Freeway#FreewayJunctionRule,目前國道一號民雄交流道狀況怎麼樣
10221,$$Freeway#FreewayJunctionRule,茄苳交流道的車流量大嗎
10234,$$Freeway#FreewayJunctionRule,竹東交流道路況
10249,$$Freeway#FreewayJunctionRule,後龍交流道的路況
10254,$$Freeway#FreewayJunctionRule,老實說通霄交流道往南下路況
10312,$$Freeway#FreewayJunctionRule,請你提供霧峰交流道路況圖
10321,$$Freeway#FreewayJunctionRule,請問國道一環彰化路段塞車嗎
10332,$$Freeway#FreewayJunctionRule,請問現在國道一號草屯交流道路況
10344,$$Freeway#FreewayJunctionRule,名間交流道的路況
10365,$$Freeway#FreewayJunctionRule,斗六交流道的路況
10380,$$Freeway#FreewayJunctionRule,白河交流道的路況
10381,$$Freeway#FreewayJunctionRule,善化交流道的路況
10516,$$Freeway#FreewayJunctionRule,烏山頭交流道路況
10606,$$Freeway#GasolinePrice,一月十八日油價
10608,$$Freeway#GasolinePrice,一月十號中油油價
10612,$$Freeway#GasolinePrice,上周油價
10613,$$Freeway#GasolinePrice,上週的油價
10616,$$Freeway#GasolinePrice,下個禮拜的油價
10618,$$Freeway#GasolinePrice,下星期油價
10622,$$Freeway#GasolinePrice,下星期的油價
10627,$$Freeway#GasolinePrice,下禮拜的油價
10628,$$Freeway#GasolinePrice,下禮拜的油價格為何
10632,$$Freeway#GasolinePrice,下週油價
10638,$$Freeway#GasolinePrice,下週油價漲
10643,$$Freeway#GasolinePrice,中國石油油價
10652,$$Freeway#GasolinePrice,九二無鉛汽油價格
10664,$$Freeway#GasolinePrice,九八汽油價格
10672,$$Freeway#GasolinePrice,今天油價多少錢
10674,$$Freeway#GasolinePrice,今天油價是
10676,$$Freeway#GasolinePrice,今天的汽油價格
10679,$$Freeway#GasolinePrice,今天的油價是多少
10680,$$Freeway#GasolinePrice,今天的油價狀況
10681,$$Freeway#GasolinePrice,今日油價
10683,$$Freeway#GasolinePrice,今日的油價狀況
10684,$$Freeway#GasolinePrice,今天油價
10686,$$Freeway#GasolinePrice,汽油漲價了嗎
10688,$$Freeway#GasolinePrice,現在油價
10690,$$Freeway#GasolinePrice,九五汽油多少
10693,$$Freeway#GasolinePrice,油價
10701,$$Freeway#GasolinePrice,你現在的油價是多少
10709,$$Freeway#GasolinePrice,原油價格
10716,$$Freeway#GasolinePrice,台朔油價查詢
10723,$$Freeway#GasolinePrice,九八無鉛汽油價格
10729,$$Freeway#GasolinePrice,油價漲還是跌
10734,$$Freeway#GasolinePrice,宜蘭上星期的油價
10744,$$Freeway#GasolinePrice,我可以問油價嗎
10759,$$Freeway#GasolinePrice,下週油價預測
10772,$$Freeway#GasolinePrice,明天油價
10779,$$Freeway#GasolinePrice,明天油價會漲嗎
10783,$$Freeway#GasolinePrice,明天的油價
10785,$$Freeway#GasolinePrice,明日汽油會
10793,$$Freeway#GasolinePrice,最新油價
10795,$$Freeway#GasolinePrice,本週五油價漲還是跌的
10796,$$Freeway#GasolinePrice,本週油價
10799,$$Freeway#GasolinePrice,查詢中油油價
10800,$$Freeway#GasolinePrice,查詢油價
10810,$$Freeway#GasolinePrice,柴油油價
10816,$$Freeway#GasolinePrice,民營油價
10831,$$Freeway#GasolinePrice,汽油柴油會漲價嗎
10835,$$Freeway#GasolinePrice,汽油漲幅
10849,$$Freeway#GasolinePrice,油價不會調漲嗎
10850,$$Freeway#GasolinePrice,油價不要漲啊
10865,$$Freeway#GasolinePrice,油價如何
10869,$$Freeway#GasolinePrice,油價會不會漲
10872,$$Freeway#GasolinePrice,油價會調漲嗎
10877,$$Freeway#GasolinePrice,油價查詢
10880,$$Freeway#GasolinePrice,油價漲
10886,$$Freeway#GasolinePrice,油價漲還跌
10891,$$Freeway#GasolinePrice,油價調整
10895,$$Freeway#GasolinePrice,油價跌
10896,$$Freeway#GasolinePrice,油價近日已漲嗎
10901,$$Freeway#GasolinePrice,油價預測
10907,$$Freeway#GasolinePrice,現今油價
10909,$$Freeway#GasolinePrice,現在九五油價多少錢
10916,$$Freeway#GasolinePrice,現在油價多少呢
10923,$$Freeway#GasolinePrice,現在的油價是多少錢
10925,$$Freeway#GasolinePrice,現在石油價錢
10926,$$Freeway#GasolinePrice,現行油價
10927,$$Freeway#GasolinePrice,現行油價高
10931,$$Freeway#GasolinePrice,目前油價
10939,$$Freeway#GasolinePrice,而油價有沒有漲
10948,$$Freeway#GasolinePrice,請告訴我明天的油價
10951,$$Freeway#GasolinePrice,請問油價
10958,$$Freeway#GasolinePrice,這一款汽油售價多少
10960,$$Freeway#GasolinePrice,這個月的油價
10962,$$Freeway#GasolinePrice,這個禮拜的油價
10964,$$Freeway#GasolinePrice,這周油價
10965,$$Freeway#GasolinePrice,這星期油價
10967,$$Freeway#GasolinePrice,這禮拜油價
10970,$$Freeway#GasolinePrice,那下週油價
10973,$$Freeway#GasolinePrice,那明天油價
10975,$$Freeway#GasolinePrice,那請報價下下週油價
11001,$$Gold#AskGold,一兩黃金多少美金
11011,$$Gold#AskGold,一盎司黃金多少錢
11017,$$Gold#AskGold,黃金牌價
11037,$$Gold#AskGold,五月黃金牌價
11047,$$Gold#AskGold,今天黃金牌價
11051,$$Gold#AskGold,今天的黃金價格
11080,$$Gold#AskGold,今天黃金價錢
11092,$$Gold#AskGold,今天黃金牌價多少
11106,$$Gold#AskGold,今日黃金價格
11107,$$Gold#AskGold,今日黃金價格多少
11130,$$Gold#AskGold,今日黃金牌價
11131,$$Gold#AskGold,黃金牌價多少
11133,$$Gold#AskGold,黃金牌價是多少
11182,$$Gold#AskGold,兩公克黃金是多少錢
11204,$$Gold#AskGold,去年一月黃金牌價
11246,$$Gold#AskGold,台灣金價格
11261,$$Gold#AskGold,今天的黃金牌價
11276,$$Gold#AskGold,問問現在黃金價格
11367,$$Gold#AskGold,幫我查黃金牌價
11371,$$Gold#AskGold,我想知道黃金牌價
11384,$$Gold#AskGold,我要查黃金賣出價錢
11386,$$Gold#AskGold,我要知道黃金以前是多少價格
11442,$$Gold#AskGold,黃金金價
11509,$$Gold#AskGold,最近黃金的價錢
11540,$$Gold#AskGold,現在金價
11544,$$Gold#AskGold,現在黃金一兩多少錢
11555,$$Gold#AskGold,現在黃金價格
11569,$$Gold#AskGold,現在黃金多少錢
11583,$$Gold#AskGold,現在黃金貴嗎
11594,$$Gold#AskGold,當日黃金牌價
11605,$$Gold#AskGold,目前的黃金牌價
11611,$$Gold#AskGold,目前金價多少
11627,$$Gold#AskGold,想看黃金牌價
11659,$$Gold#AskGold,黃金價格如何
11672,$$Gold#AskGold,請問今天黃金牌價是多少
11684,$$Gold#AskGold,請問黃金今天漲還是跌
11710,$$Gold#AskGold,買進黃金牌價
11713,$$Gold#AskGold,近期黃金市價
11717,$$Gold#AskGold,這幾天的黃金牌價
11843,$$Gold#AskGold,黃金一千價格
11879,$$Gold#AskGold,黃金多少錢
11892,$$Gold#AskGold,黃金多少台幣
11902,$$Gold#AskGold,黃金價
12012,$$Gold#AskGold,黃金的價格
12192,$$Gold#AskGold,黃金現在價格多少
12197,$$Gold#AskGold,黃金現在已經多少錢了
12224,$$Gold#AskGold,黃金白金黃金牌價
12226,$$Gold#AskGold,黃金白銀價格
12283,$$Gold#AskGold,黃金賣多少
12310,$$Gold#AskGold,黃金銀行匯率
12327,$$Lottery#AskLottery,三星彩中獎號碼
12328,$$Lottery#AskLottery,四星彩的中獎號碼
12329,$$Lottery#AskLottery,四星彩開獎會出現這碼嗎
12337,$$Lottery#AskLottery,一月份統一發票對獎
12360,$$Lottery#AskLottery,三月四月統一發票號碼
12362,$$Lottery#AskLottery,一百零五年三月份四月份統一發票中獎號碼
12373,$$Lottery#AskLottery,發票號碼
12378,$$Lottery#AskLottery,大樂透開獎號碼
12383,$$Lottery#AskLottery,中獎號碼幾號
12389,$$Lottery#AskLottery,之前發票對獎號碼
12394,$$Lottery#AskLottery,二月二十日大樂透號碼為
12398,$$Lottery#AskLottery,五三九對獎號碼
12399,$$Lottery#AskLottery,五三九號碼
12406,$$Lottery#AskLottery,五六月發票中獎號碼為
12411,$$Lottery#AskLottery,今天三星彩有開獎嗎
12417,$$Lottery#AskLottery,今天六合彩開獎號碼
12422,$$Lottery#AskLottery,今天晚上的樂透開獎號碼
12423,$$Lottery#AskLottery,今天樂透開幾號
12431,$$Lottery#AskLottery,今彩五三九中獎號碼
12440,$$Lottery#AskLottery,今彩五三九開獎號碼幾號阿
12456,$$Lottery#AskLottery,你可以幫我查二零一六年五月六月的發票對獎號碼嗎
12457,$$Lottery#AskLottery,你可以預測大樂透的開獎號碼嗎
12467,$$Lottery#AskLottery,你知道會開什麼號碼嗎
12476,$$Lottery#AskLottery,六合彩中獎號碼
12479,$$Lottery#AskLottery,六合彩的中獎號碼
12480,$$Lottery#AskLottery,六合彩的號碼
12482,$$Lottery#AskLottery,六合彩今天的開獎號碼
12489,$$Lottery#AskLottery,六合彩開獎號碼
12490,$$Lottery#AskLottery,六合彩開獎
12502,$$Lottery#AskLottery,十一十二月發票號碼為
12505,$$Lottery#AskLottery,大樂透十二期中獎號碼
12506,$$Lottery#AskLottery,十月份統一發票中獎號碼
12509,$$Lottery#AskLottery,台彩開獎號碼
12524,$$Lottery#AskLottery,哦對發票號碼是多少
12532,$$Lottery#AskLottery,發票號碼幾號
12533,$$Lottery#AskLottery,大樂透一月十日開獎號碼
12534,$$Lottery#AskLottery,大樂透中獎號碼
12546,$$Lottery#AskLottery,大樂透對獎號碼
12554,$$Lottery#AskLottery,大樂透的中獎號碼
12558,$$Lottery#AskLottery,大樂透號碼
12564,$$Lottery#AskLottery,大樂透開獎
12596,$$Lottery#AskLottery,威力彩開獎日期
12607,$$Lottery#AskLottery,大樂透號碼牌
12645,$$Lottery#AskLottery,我要查今天的大樂透號碼
12660,$$Lottery#AskLottery,我要開獎號碼
12690,$$Lottery#AskLottery,明天樂透會開幾號
12692,$$Lottery#AskLottery,明天的大樂透號碼
